Title,PromptURL,Description,Category,PromptTags,Updated
Request Early Lease Termination,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/request_early_lease_termination.md,"Verfasse eine E-Mail an deine Vermieter, in der du eine vorzeitige Beendigung deines Mietvertrags anfragst, mit dem Ziel eines für beide Seiten vorteilhaften Ergebnisses....",AI 4 WORK,Email,2025-12-24
Resale Store Launch Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/resale_store_launch_plan.md,Handeln Sie als Unternehmensberater und führen Sie eine umfassende Recherche- und Planungssitzung für die Eröffnung eines neuen Wiederverkaufs-Konsignationsgeschäfts in...,AI 4 RETAIL,"Strategie, Decision, Finance, Analyse, Retail",2025-12-24
Resale Store Launch Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/resale_store_launch_plan.md,Handeln Sie als Unternehmensberater und führen Sie eine umfassende Recherche- und Planungssitzung für die Eröffnung eines neuen Wiederverkaufs-Konsignationsgeschäfts in...,AI 4 RETAIL,"Strategie, Decision, Finance, Analyse, Retail",2025-12-24
Research And Validate Business Idea,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/research_and_validate_business_idea.md,``` Erstelle einen umfassenden Leitfaden zur Recherche und Validierung einer Geschäftsidee. Deine Antwort sollte Folgendes enthalten:,AI 4 FREE EDUCATION,"Strategie, Prozesse, Finance, Analyse, Research",2025-12-24
Research And Validate Business Idea,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/research_and_validate_business_idea.md,``` Erstelle einen umfassenden Leitfaden zur Recherche und Validierung einer Geschäftsidee. Deine Antwort sollte Folgendes enthalten:,AI 4 FREE EDUCATION,"Strategie, Prozesse, Finance, Analyse, Research",2025-12-24
Research Proposal Assistance,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/research_proposal_assistance.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,"Prozesse, Research",2025-12-24
Research Proposal Assistance,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/research_proposal_assistance.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,"Prozesse, Research",2025-12-24
Residency Permit App,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/residency_permit_app.md,"Entwirf eine App für potenzielle Auswanderer, um die Anforderungen für die Erlangung einer langfristigen Aufenthaltsgenehmigung im gewünschten Zielland zu ermitteln. Die App...",AI 4 WORK,"Prozesse, Finance",2025-12-24
Residency Permit App,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/residency_permit_app.md,"Entwirf eine App für potenzielle Auswanderer, um die Anforderungen für die Erlangung einer langfristigen Aufenthaltsgenehmigung im gewünschten Zielland zu ermitteln. Die App...",AI 4 WORK,"Prozesse, Finance",2025-12-24
Restaurant Search App Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/restaurant_search_app_plan.md,"Erstelle einen detaillierten Plan für die Entwicklung einer mobilen App, die es Benutzern ermöglicht, nach Restaurants nach Stadt zu suchen. Die App sollte die folgenden...",AI 4 WORK,"Prozesse, Content",2025-12-24
