Title,PromptURL,Description,Category,PromptTags,Updated
Cultural Competency In Leadership,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/cultural_competency_in_leadership.md,Erstelle einen umfassenden Leitfaden zur Verbesserung der kulturellen Kompetenz als inklusive Führungskompetenz im Technologiesektor. Gehe auf folgende Punkte ein:,AI 4 FREE EDUCATION,"Strategie, Training",2025-12-24
Data Analysis And Science Overview,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/data_analysis_and_science_overview.md,"""Ich benötige eine umfassende Erklärung zur allgemeinen Verwendung von Datenanalyse und Data Science. Bitte gib detaillierte Einblicke zu den folgenden Aspekten:",AI 4 WORK,"Decision, Script, Training, Analyse",2025-12-24
Data Analysis And Science Overview,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/data_analysis_and_science_overview.md,"""Ich benötige eine umfassende Erklärung zur allgemeinen Verwendung von Datenanalyse und Data Science. Bitte gib detaillierte Einblicke zu den folgenden Aspekten:",AI 4 WORK,"Decision, Script, Training, Analyse",2025-12-24
Data Extraction,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/data_extraction.md,"""Bitte führen Sie die folgenden Aufgaben aus:",AI 4 WORK,,2025-12-24
Data Extraction,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/data_extraction.md,"""Bitte führen Sie die folgenden Aufgaben aus:",AI 4 WORK,,2025-12-24
Data Governance Frameworks,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/data_governance_frameworks.md,"Erstellen Sie einen umfassenden Leitfaden für die Entwicklung und Implementierung von Data Governance Frameworks, Richtlinien und Verfahren speziell für Finanzdienstleistungen....",AI 4 WORK,"Strategie, Safety, Stakeholder, Finance",2025-12-24
Data Governance Frameworks,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/data_governance_frameworks.md,"Erstellen Sie einen umfassenden Leitfaden für die Entwicklung und Implementierung von Data Governance Frameworks, Richtlinien und Verfahren speziell für Finanzdienstleistungen....",AI 4 WORK,"Strategie, Safety, Stakeholder, Finance",2025-12-24
Daycare Pitch Deck,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/daycare_pitch_deck.md,"Erstelle ein professionelles Pitch-Deck zur Finanzierungssuche für die Einrichtung einer kleinen Kindertagesstätte/unabhängigen Schule in Montreal, Quebec. Das Pitch-Deck...",AI 4 WORK,"Strategie, SOP, Adoption, Finance, Kids",2025-12-24
Daycare Pitch Deck,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/daycare_pitch_deck.md,"Erstelle ein professionelles Pitch-Deck zur Finanzierungssuche für die Einrichtung einer kleinen Kindertagesstätte/unabhängigen Schule in Montreal, Quebec. Das Pitch-Deck...",AI 4 WORK,"Strategie, SOP, Adoption, Finance, Kids",2025-12-24
Debate And Public Speaking Club Proposal,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/debate_and_public_speaking_club_proposal.md,"Erstellen Sie eine Gliederung für einen Vorschlag zur Präsentation der Idee, einen Debattier- und Rhetorikclub sowie einen Wettbewerb zur armenischen Geschichte bei AGBU...",AI 4 WORK,,2025-12-24
Debate And Public Speaking Club Proposal,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/debate_and_public_speaking_club_proposal.md,"Erstellen Sie eine Gliederung für einen Vorschlag zur Präsentation der Idee, einen Debattier- und Rhetorikclub sowie einen Wettbewerb zur armenischen Geschichte bei AGBU...",AI 4 WORK,,2025-12-24
Define Your Business Niche,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/define_your_business_niche.md,Erstelle einen umfassenden Leitfaden zur Definition einer Nische beim Start eines Geschäfts. Der Leitfaden sollte folgende Aspekte abdecken:,AI 4 FREE EDUCATION,"Strategie, Research",2025-12-24
Define Your Business Niche,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/define_your_business_niche.md,Erstelle einen umfassenden Leitfaden zur Definition einer Nische beim Start eines Geschäfts. Der Leitfaden sollte folgende Aspekte abdecken:,AI 4 FREE EDUCATION,"Strategie, Research",2025-12-24
Dementia Cost Analysis,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/dementia_cost_analysis.md,"Erstellen Sie eine umfassende Analyse über die potenziellen finanziellen Einsparungen, die sich aus der Verhinderung von 30% der Demenz-Diagnosen ergeben. Ihre Antwort sollte...",AI 4 RETAIL,"Safety, Finance, Analyse, Retail",2025-12-24
Dementia Cost Analysis,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/dementia_cost_analysis.md,"Erstellen Sie eine umfassende Analyse über die potenziellen finanziellen Einsparungen, die sich aus der Verhinderung von 30% der Demenz-Diagnosen ergeben. Ihre Antwort sollte...",AI 4 RETAIL,"Safety, Finance, Analyse, Retail",2025-12-24
Departmental Head Job Description,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/departmental_head_job_description.md,Erstelle eine detaillierte Stellenbeschreibung für eine Position als Abteilungsleiter für Klassen 10-12 (FET-Phase) an einer Schule. Die Stellenbeschreibung sollte die...,AI 4 KIDS,"Script, Content, Kids",2025-12-24
