Title,PromptURL,Description,Category,Level,PromptTags,Updated
Ai In Fictional Video Production,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/ai_in_fictional_video_production.md,Ask me clarifying questions until you are 95% confident you can complete the task successfully. Take a deep breath and take it step by step. Remember to search the internet to...,AI 4 THOUGHT LEADERSHIP,Experte,"Content, Script, Strategie",2025-12-24
Ai In Fictional Video Production,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/ai_in_fictional_video_production.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 THOUGHT LEADERSHIP,Experte,"Content, Strategie",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/ai_in_manufacturing_research_brief.md,Erstelle ein umfassendes Research-Brief zum Thema KI in der Fertigung für einen Content-Marketing-Kontext. Deine Antwort sollte Folgendes beinhalten:,AI 4 WORK,Experte,"Content, Adoption, Research, Finance, Strategie",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/ai_in_manufacturing_research_brief.md,Create a comprehensive research brief on the topic of AI in manufacturing for a content marketing context. Your response should include:,AI 4 WORK,Experte,"Content, Research, Strategie",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/ai_in_manufacturing_research_brief.md,Erstelle einen comprehensive research brief on the topic of AI in manufacturing for a Inhalt marketing context. Your response should include:,AI 4 WORK,Experte,"Content, Research, Finance, Strategie",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/ai_in_manufacturing_research_brief.md,Erstelle ein umfassendes Research-Brief zum Thema KI in der Fertigung für einen Content-Marketing-Kontext. Deine Antwort sollte Folgendes beinhalten:,AI 4 WORK,Experte,"Content, Adoption, Research, Finance, Strategie",2025-12-24
Ai Incident Response Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/ai_incident_response_guide.md,Erstelle einen umfassenden Leitfaden zur Implementierung von KI für Incident Response in einer Organisation. Füge die folgenden Elemente hinzu:,AI 4 WORK,Experte,"Prozesse, Adoption, Safety, Strategie",2025-12-24
Ai Incident Response Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/ai_incident_response_guide.md,Create a comprehensive guide on implementing AI for Incident Response in an organization. Include the following elements:,AI 4 WORK,Einsteiger,"Prozesse, Strategie",2025-12-24
Ai Incident Response Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/ai_incident_response_guide.md,Erstelle einen umfassenden Leitfaden zur Implementierung von KI für Incident Response in einer Organisation. Füge die folgenden Elemente hinzu:,AI 4 WORK,Experte,"Prozesse, Adoption, Safety, Strategie",2025-12-24
Ai Incident Response Leitfaden,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_security/ai_incident_response_guide.md,Erstelle einen comprehensive Leitfaden on implementing AI for Incident Response in an organization. Füge ein the following elements:,AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Ai Innovation Center Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/AI%20Innovation%20Center%20Development.md,Erstelle eine Gliederung und biete Beratung für die Entwicklung eines AI Innovation Center (AIC) und begleitender 1000 Wohneinheiten auf einem 50 Hektar großen Gelände an der...,AI 4 WORK,Profi,"Content, Finance, Stakeholder, Strategie",2025-12-24
