Title,PromptURL,Description,Category,Level,PromptTags,Updated
Create Lofi Music Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/create_lofi_music_guide.md,"Erstelle einen detaillierten Leitfaden zur Produktion von Musik ähnlich wie YouTube's Lofi Girl, einschließlich Empfehlungen für Länge und begleitende Grafiken. Behandle...",AI 4 FREE EDUCATION,Profi,,2025-12-24
Create Logo,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_logo.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,Content,2025-12-24
Create M&a Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Create%20M&A%20Analysis.md,Sicherlich! Hier ist der hochwertige ChatGPT-Prompt basierend auf der analysierten Anfrage:,AI 4 WORK,Experte,"Research, Finance, Analyse, Decision, Reporting",2025-12-24
Create Marketing Ebook,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_marketing_ebook.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 THOUGHT LEADERSHIP,Experte,"Content, Strategie",2025-12-24
Create Marketing Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_marketing_plan.md,Erstelle einen detaillierten Plan für alle Marketingaufgaben eines Unternehmens mit Fokus auf die folgenden Bereiche:,AI 4 WORK,Profi,"Analyse, Email, Content, Strategie",2025-12-24
Create Marketing Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_marketing_prompts.md,"Agiere als kreativer Stratege und Content-Generator für eine E-Mail-Marketing-Agentur. Ich benötige hochwertige Prompts, die für die Verwendung auf verschiedenen KI-Plattformen...",AI 4 WORK,Profi,"Adoption, Email, Content, Strategie, Retail",2025-12-24
Create Marketing Sales Letter,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_marketing_sales_letter.md,"Erstellen Sie einen Marketing-Verkaufsbrief, der:",AI 4 RETAIL,Profi,Retail,2025-12-24
Create Marketing Sales Letter Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_marketing_sales_letter_outline.md,"Erstelle eine umfassende Gliederung dessen, was ein Marketing-Verkaufsbrief enthalten sollte. Erwäge die Einbeziehung folgender Komponenten:",AI 4 RETAIL,Profi,"Strategie, Retail",2025-12-24
Create Marketing Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_marketing_strategy.md,"Erstellen Sie eine umfassende Marketingstrategie für eine Marke, indem Sie die folgenden Schlüsselbereiche behandeln:",AI 4 THOUGHT LEADERSHIP,Experte,"Finance, Analyse, Content, Reporting, Strategie",2025-12-24
Create Marketing Strategy For Dj,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_marketing_strategy_for_dj.md,"Erstelle einen umfassenden Aktionsplan und eine Marketingstrategie für einen DJ/Produzenten, der seine Karriere wiederbeleben möchte. Berücksichtige folgende Ziele:",AI 4 WORK,Profi,"Finance, Content, Strategie",2025-12-24
Create Medical Aid Claims Company,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_medical_aid_claims_company.md,Hier ist der hochwertige ChatGPT-Prompt:,AI 4 WORK,Profi,"Finance, Prozesse, Strategie",2025-12-24
Create Merit File Guidelines,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_merit_file_guidelines.md,Sicherlich! Hier ist der ChatGPT-Prompt:,AI 4 KIDS,Einsteiger,"Research, Kids, Training, Prozesse, Strategie",2025-12-24
Create Microstock Video Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_microstock_video_guide.md,Erstellen Sie einen umfassenden Leitfaden zur Erstellung hochwertiger Microstock-Videos zu verschiedenen Themen. Ihre Antwort sollte Folgendes enthalten:,AI 4 THOUGHT LEADERSHIP,Experte,"Checkliste, Analyse, Content, Strategie",2025-12-24
Create Multiple Choice Test,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_multiple_choice_test.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,Analyse,2025-12-24
