Title,PromptURL,Description,Category,Level,PromptTags,Updated
Voice Notes Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/voice_notes_overview.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Einsteiger,Email,2025-12-24
Website Evaluation Public Speaking,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/website_evaluation_public_speaking.md,Bitte bewerte eine Website in der Branche für öffentliches Reden mit den folgenden Zielen:,AI 4 WORK,Profi,"Reporting, Analyse",2025-12-24
Website Evaluation Public Speaking,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/website_evaluation_public_speaking.md,Bitte bewerte eine Website in der Branche für öffentliches Reden mit den folgenden Zielen:,AI 4 WORK,Profi,"Reporting, Analyse",2025-12-24
Website-Inhalte für ein Buchhaltungsunternehmen,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/accounting_business_website_content.md,Erstelle Inhalte für die Website eines neuen Buchhaltungsunternehmens. Die Website soll die folgenden Abschnitte und Details enthalten:,AI 4 FINANCIAL WELLBEING,Experte,"Content, Finance, Strategie",2025-12-24
Wellness Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/wellness_guide.md,"Erstellen Sie einen umfassenden Leitfaden zum allgemeinen Wohlbefinden, indem Sie die folgenden Komponenten behandeln:",AI 4 ENABLEMENT,Experte,"Training, Strategie",2025-12-24
Wellness Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/wellness_guide.md,"Erstellen Sie einen umfassenden Leitfaden zum allgemeinen Wohlbefinden, indem Sie die folgenden Komponenten behandeln:",AI 4 ENABLEMENT,Experte,"Training, Strategie",2025-12-24
Wharton Mba Courses Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/wharton_mba_courses_overview.md,Sicherlich! Hier ist der ChatGPT-Prompt basierend auf der gegebenen Anfrage:,AI 4 WORK,Experte,"Training, Content, Adoption",2025-12-24
Wharton Mba Courses Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/wharton_mba_courses_overview.md,Sicherlich! Hier ist der ChatGPT-Prompt basierend auf der gegebenen Anfrage:,AI 4 WORK,Experte,"Training, Content, Adoption",2025-12-24
Wharton Mba Finance Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/wharton_mba_finance_guide.md,Erstelle einen umfassenden Leitfaden zum Erwerb eines MBA in Finanzen von der Wharton School. Behandle folgende Bereiche:,AI 4 KIDS,Profi,"Training, Finance, Kids, Workshop",2025-12-24
Wharton Mba Finance Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/wharton_mba_finance_guide.md,Erstelle einen umfassenden Leitfaden zum Erwerb eines MBA in Finanzen von der Wharton School. Behandle folgende Bereiche:,AI 4 KIDS,Profi,"Training, Finance, Kids, Workshop",2025-12-24
Whatsapp Patient Response,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/WhatsApp%20Patient%20Response.md,"Erstelle einen detaillierten und umfassenden ChatGPT-Prompt, der hilft, solche Antworten zu generieren, und sicherstellt, dass er alle oben aufgeführten notwendigen Komponenten...",AI 4 WORK,Experte,"Training, Content",2025-12-24
Whatsapp Patient Response,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/WhatsApp%20Patient%20Response.md,"Create a detailed and comprehensive ChatGPT prompt that will help generate such responses, ensuring it covers all the necessary components listed above effectively and efficiently.",AI 4 WORK,Experte,"Training, Prozesse, Content",2025-12-24
Whatsapp Patient Response,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/WhatsApp%20Patient%20Response.md,"Erstelle einen detailed and comprehensive ChatGPT prompt that will help generate such responses, ensuring it covers all the necessary components listed above effectively and...",AI 4 WORK,Experte,"Training, Prozesse, Content",2025-12-24
Whatsapp Patient Response,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/WhatsApp%20Patient%20Response.md,"Erstelle einen detaillierten und umfassenden ChatGPT-Prompt, der hilft, solche Antworten zu generieren, und sicherstellt, dass er alle oben aufgeführten notwendigen Komponenten...",AI 4 WORK,Experte,"Training, Content",2025-12-24
Whole Foods And Cellular Health,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/whole_foods_and_cellular_health.md,"Erstelle einen fesselnden und überzeugenden Langform-Inhalt, der die kraftvolle Verbindung zwischen folgenden Themen untersucht:",AI 4 THOUGHT LEADERSHIP,Profi,"Content, Newsletter",2025-12-24
Whole Foods And Cellular Health,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/whole_foods_and_cellular_health.md,"Erstelle einen fesselnden und überzeugenden Langform-Inhalt, der die kraftvolle Verbindung zwischen folgenden Themen untersucht:",AI 4 THOUGHT LEADERSHIP,Profi,"Content, Newsletter",2025-12-24
Widerstand & Einwände,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/09_widerstand_einwaende.md,"Gibt dir eine Einwand-Bibliothek + Antworten, ohne defensiv zu wirken.",AI 4 ENABLEMENT,Experte,"Training, Adoption",2025-12-24
Widerstand & Einwände,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/09_widerstand_einwaende.md,"Gibt dir eine Einwand-Bibliothek + Antworten, ohne defensiv zu wirken.",AI 4 ENABLEMENT,Experte,"Training, Adoption",2025-12-24
Workflow Mapping in 45 Minuten,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/01_workflow_mapping_in_45_minuten.md,Leitet dir die besten Automations-Chancen aus einem Prozess-Interview ab.,AI 4 WORK,Experte,"Automation, Prozesse, Template, Email, SOP",2025-12-24
Workflow Mapping in 45 Minuten,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/01_workflow_mapping_in_45_minuten.md,Leitet dir die besten Automations-Chancen aus einem Prozess-Interview ab.,AI 4 WORK,Experte,"Automation, Prozesse, Template, Email, SOP",2025-12-24
