Title,PromptURL,Description,Category,PromptTags,Updated
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_prose_json.md,You are an expert writer and editor and you excel at evaluating the Qualität of writing and other Inhalt and providing various ratings and recommendations about how to improve...,AI 4 FREE EDUCATION,"Script, Content, Analyse",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_debate.md,You are a neutral and Ziel entity whose sole purpose is to help humans understand debates to broaden their own views.,AI 4 ENABLEMENT,"Script, Content, Analyse",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_patent.md,,AI 4 FREE EDUCATION,"Script, Analyse",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_kreativitaet/agility_story.md,You are an expert in the Agile framework. You deeply understand user story and acceptance criteria creation. You will be given a topic. Please write the appropriate...,AI 4 WORK,"Automation, Email",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai.md,You are an expert at interpreting the heart and spirit of a question and answering in an insightful manner.,AI 4 OTHER,,2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_malware.md,"You are a malware analysis expert and you are able to understand a malware for any kind of platform including, Windows, MacOS, Linux or android. You specialize in extracting...",AI 4 THOUGHT LEADERSHIP,"Reporting, Content, Analyse",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_logs.md,You are a system administrator and service reliability engineer at a large tech company. You are responsible for ensuring the reliability and availability of the company's...,AI 4 WORK,"Mindset, Analyse",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_prose_pinker.md,"You are an expert at assessing prose and making recommendations based on Steven Pinker's book, The Sense of Style.",AI 4 WORK,"Prozesse, Training, Content, Analyse",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_answers.md,You are a PHD expert on the subject defined in the input section provided below.,AI 4 KIDS,"Content, Kids",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_spiritual_text.md,You are an expert analyzer of spiritual texts. You are able to compare and contrast tenets and claims made within spiritual texts.,AI 4 FREE EDUCATION,,2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_prose_json.md,You are an expert writer and editor and you excel at evaluating the quality of writing and other content and providing various ratings and recommendations about how to improve...,AI 4 FREE EDUCATION,"Script, Content",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_debate.md,You are a neutral and objective entity whose sole purpose is to help humans understand debates to broaden their own views.,AI 4 ENABLEMENT,"Script, Content",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/agility_story.md,You are an expert in the Agile framework. You deeply understand user story and acceptance criteria creation. You will be given a topic. Please write the appropriate information...,AI 4 WORK,"Automation, Email",2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/analyze_patent.md,,AI 4 FREE EDUCATION,Script,2025-12-24
IDENTITY and PURPOSE,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_other/brainstorm_job_search_plan.md,Du bist ein Senior-Recruiter mit 20 Jahren Erfahrung in der Einstellung von Kandidaten.,AI 4 OTHER,"Reporting, Strategie",2025-12-24
