Title,PromptURL,Description,Category,PromptTags,Updated
Extract Content From Youtube And Podcasts,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/extract_content_from_youtube_and_podcasts.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 THOUGHT LEADERSHIP,"Script, Content",2025-12-24
Extract Insurance Quotations,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/extract_insurance_quotations.md,"```markdown Sie haben die Aufgabe, ChatGPT zu verwenden, um bei der Datenextraktion, dem Vergleich und der Berichterstellung für Versicherungsangebote aus PDF-Dateien zu...",AI 4 WORK,"Reporting, Analyse",2025-12-24
Extract Insurance Quotations,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/extract_insurance_quotations.md,"```markdown Sie haben die Aufgabe, ChatGPT zu verwenden, um bei der Datenextraktion, dem Vergleich und der Berichterstellung für Versicherungsangebote aus PDF-Dateien zu...",AI 4 WORK,"Reporting, Analyse",2025-12-24
Extract Study Material,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/extract_study_material.md,"Sicher! Hier ist ein verfein erter ChatGPT-Prompt, zugeschnitten auf die Aufgabe:",AI 4 WORK,Kids,2025-12-24
Extract Study Material,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/extract_study_material.md,"Sicher! Hier ist ein verfein erter ChatGPT-Prompt, zugeschnitten auf die Aufgabe:",AI 4 WORK,Kids,2025-12-24
Extract Wisdom,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/extract_wisdom.md,"```markdown Ich habe ein langes Gespräch mit ChatGPT als Markdown exportiert, das verschiedene Ideen, Verbesserungen und Einblicke im Zusammenhang mit der Entwicklung eines...",AI 4 ENABLEMENT,"Training, Content",2025-12-24
Extract Wisdom,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/extract_wisdom.md,"```markdown Ich habe ein langes Gespräch mit ChatGPT als Markdown exportiert, das verschiedene Ideen, Verbesserungen und Einblicke im Zusammenhang mit der Entwicklung eines...",AI 4 ENABLEMENT,"Training, Content",2025-12-24
Facebook-Post erstellen,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_content/Create%20Facebook%20Post.md,"Erstelle einen Facebook-Post auf Basis der vom Nutzer bereitgestellten Informationen. Der Post soll die Botschaft klar vermitteln und die Zielgruppe ansprechen. Stelle sicher,...",AI 4 THOUGHT LEADERSHIP,Content,2025-12-24
Faceless Ai Overview,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/faceless_ai_overview.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,,2025-12-24
Faceless Ai Overview,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/faceless_ai_overview.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,,2025-12-24
