Title,PromptURL,Description,Category,Level,PromptTags,Updated
Real Estate Interest Rate Update,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/real_estate_interest_rate_update.md,"Erstellen Sie einen E-Mail-Entwurf für einen Wohnimmobilienmakler in Quebec, Kanada, um ihn an seine Datenbank von Kontakten innerhalb eines CRM-Systems zu senden. Die E-Mail...",AI 4 WORK,Profi,Email,2025-12-24
Real Estate Interest Rate Update,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/real_estate_interest_rate_update.md,"Erstellen Sie einen E-Mail-Entwurf für einen Wohnimmobilienmakler in Quebec, Kanada, um ihn an seine Datenbank von Kontakten innerhalb eines CRM-Systems zu senden. Die E-Mail...",AI 4 WORK,Profi,Email,2025-12-24
Real Estate Proforma Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/real_estate_proforma_analysis.md,Erstellen Sie eine detaillierte Immobilien-Proforma für eine Immobilie. Die Proforma sollte umfassend sein und sowohl ein herunterladbares Excel-Dokument als auch eine...,AI 4 WEALTH,Profi,"Wealth, Analyse, Finance",2025-12-24
Real Estate Proforma Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/real_estate_proforma_analysis.md,Erstellen Sie eine detaillierte Immobilien-Proforma für eine Immobilie. Die Proforma sollte umfassend sein und sowohl ein herunterladbares Excel-Dokument als auch eine...,AI 4 WEALTH,Profi,"Wealth, Analyse, Finance",2025-12-24
Reflecting For Better Decisions,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/reflecting_for_better_decisions.md,"Reflektiere über deine Erfahrungen aus 2024, um Erkenntnisse zu gewinnen und dich auf bessere Entscheidungen in 2025 vorzubereiten. Berücksichtige die folgenden Aspekte, um...",AI 4 FREE EDUCATION,Profi,"Training, Decision, Finance, Strategie",2025-12-24
Reflecting For Better Decisions,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/reflecting_for_better_decisions.md,"Reflektiere über deine Erfahrungen aus 2024, um Erkenntnisse zu gewinnen und dich auf bessere Entscheidungen in 2025 vorzubereiten. Berücksichtige die folgenden Aspekte, um...",AI 4 FREE EDUCATION,Profi,"Training, Decision, Finance, Strategie",2025-12-24
Reimagine Hooks,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/reimagine_hooks.md,"Stelle dir die folgenden klischeehaften Hooks neu vor und schreibe sie um, verwandle sie in frische, originelle Ausdrücke. Konzentriere dich darauf, die Kreativität und das...",AI 4 FREE EDUCATION,Einsteiger,Automation,2025-12-24
Reimagine Hooks,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/reimagine_hooks.md,"Stelle dir die folgenden klischeehaften Hooks neu vor und schreibe sie um, verwandle sie in frische, originelle Ausdrücke. Konzentriere dich darauf, die Kreativität und das...",AI 4 FREE EDUCATION,Einsteiger,Automation,2025-12-24
Renting Strategy Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/renting_strategy_guide.md,"Erstelle eine umfassende Strategie, um meine Wohnung sowohl für langfristige als auch kurzfristige Zeiträume zu vermieten. Behandle die folgenden Unteraufgaben in deiner Anleitung:",AI 4 WORK,Profi,"Prozesse, Retail, Analyse, Finance, Strategie",2025-12-24
Renting Strategy Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/renting_strategy_guide.md,"Erstelle eine umfassende Strategie, um meine Wohnung sowohl für langfristige als auch kurzfristige Zeiträume zu vermieten. Behandle die folgenden Unteraufgaben in deiner Anleitung:",AI 4 WORK,Profi,"Prozesse, Retail, Analyse, Finance, Strategie",2025-12-24
Report: Rohdaten → Insights,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/05_report_rohdaten_insights.md,Strukturiert Rohdaten in klare Insights + Handlungsempfehlungen.,AI 4 WORK,Experte,"Automation, Prozesse, Decision, Reporting, SOP",2025-12-24
