Title,PromptURL,Description,Category,Level,PromptTags,Updated
30 Day Project Management Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/30_day_project_management_course.md,"Erstelle einen umfassenden schrittweisen 30-Tage-Kurs zum Projektmanagement für Anfänger, die wenig oder gar kein Vorwissen haben. Der Kurs sollte die Teilnehmer systematisch...",AI 4 WORK,Experte,"Training, Content, Adoption, Finance, Stakeholder",2025-12-24
30 Day Project Management Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/30_day_project_management_course.md,Create a comprehensive step-by-step 30-day course on Project Management for beginners who have little or no prior knowledge. The course should guide participants from...,AI 4 WORK,Experte,"Training, Content, Finance, Stakeholder, Strategie",2025-12-24
30 Day Project Management Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/30_day_project_management_course.md,"Erstelle einen umfassenden schrittweisen 30-Tage-Kurs zum Projektmanagement für Anfänger, die wenig oder gar kein Vorwissen haben. Der Kurs sollte die Teilnehmer systematisch...",AI 4 WORK,Experte,"Training, Content, Adoption, Finance, Stakeholder",2025-12-24
30 Day Projekt Management Kurs,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/30_day_project_management_course.md,Erstelle einen comprehensive step-by-step 30-day Kurs on Projekt Management for Einsteiger who have little or no prior knowledge. The Kurs should Leitfaden Teilnehmende from...,AI 4 WORK,Experte,"Training, Content, Finance, Stakeholder, Strategie",2025-12-24
Accounting Business Website Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/accounting_business_website_content.md,Erstelle Inhalte für eine Website für ein neues Buchhaltungsunternehmen. Die Website sollte die folgenden Abschnitte und Details enthalten:,AI 4 WORK,Profi,"Content, Finance, Strategie",2025-12-24
Accounting Business Website Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/accounting_business_website_content.md,Create content for a website for a new accounting business. The website should include the following sections and details:,AI 4 WORK,Experte,Content,2025-12-24
Accounting Business Website Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/accounting_business_website_content.md,Erstelle Inhalte für eine Website für ein neues Buchhaltungsunternehmen. Die Website sollte die folgenden Abschnitte und Details enthalten:,AI 4 WORK,Profi,"Content, Finance, Strategie",2025-12-24
Achieving Banking Goals,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/achieving_banking_goals.md,Erstellen Sie eine detaillierte Strategie zur Festlegung und Erreichung effektiver Bankziele. Fügen Sie die folgenden Komponenten hinzu:,AI 4 WORK,Profi,"Prozesse, Finance, Strategie",2025-12-24
Achieving Banking Goals,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/achieving_banking_goals.md,Create a detailed strategy for setting and achieving effective banking goals. Include the following components:,AI 4 WORK,Profi,"Prozesse, Finance, Strategie",2025-12-24
Achieving Banking Goals,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/achieving_banking_goals.md,Erstellen Sie eine detaillierte Strategie zur Festlegung und Erreichung effektiver Bankziele. Fügen Sie die folgenden Komponenten hinzu:,AI 4 WORK,Profi,"Prozesse, Finance, Strategie",2025-12-24
Achieving Banking Ziels,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/achieving_banking_goals.md,Erstelle einen detailed Strategie for setting and achieving effektiver banking goals. Füge ein the following components:,AI 4 WORK,Profi,"Prozesse, Finance, Strategie",2025-12-24
Achieving Spotify Success Playbook,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/achieving_spotify_success_playbook.md,"Erstellen Sie ein umfassendes Playbook für Musikkünstler, die mindestens 1 Million Wiedergaben auf Spotify-Playlists erreichen möchten. Der Leitfaden sollte die folgenden...",AI 4 WORK,Profi,Strategie,2025-12-24
Achieving Spotify Success Playbook,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/achieving_spotify_success_playbook.md,Create a comprehensive playbook for music artists aiming to achieve at least 1 million plays on Spotify playlists. The guide should address the following aspects:,AI 4 WORK,Profi,Strategie,2025-12-24
Achieving Spotify Success Playbook,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/achieving_spotify_success_playbook.md,Erstelle einen comprehensive playbook for music artists aiming to achieve at least 1 million plays on Spotify playlists. The Leitfaden should address the following aspects:,AI 4 WORK,Profi,Strategie,2025-12-24
Achieving Spotify Success Playbook,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/achieving_spotify_success_playbook.md,"Erstellen Sie ein umfassendes Playbook für Musikkünstler, die mindestens 1 Million Wiedergaben auf Spotify-Playlists erreichen möchten. Der Leitfaden sollte die folgenden...",AI 4 WORK,Profi,Strategie,2025-12-24
Adhd Accountability Buddy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/adhd_accountability_buddy.md,"Erstelle ein ADHD-zentriertes Thema, das als Accountability-Partner fungiert und ein tägliches Check-in-System beinhaltet. Befolge diese Schritte, um sicherzustellen, dass alle...",AI 4 WORK,Profi,"Content, Script, Strategie",2025-12-24
Adhd Accountability Buddy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/adhd_accountability_buddy.md,Create a theme centered around ADHD that acts as an accountability buddy and includes a daily check-in system. Follow these steps to ensure all necessary components are covered:,AI 4 WORK,Profi,"Script, Strategie",2025-12-24
Adhd Accountability Buddy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/adhd_accountability_buddy.md,Erstelle einen theme centered around ADHD that acts as an accountability buddy and includes a täglich check-in system. Follow these steps to ensure all necessary components are...,AI 4 WORK,Profi,"Script, Strategie",2025-12-24
Adhd Accountability Buddy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/adhd_accountability_buddy.md,"Erstelle ein ADHD-zentriertes Thema, das als Accountability-Partner fungiert und ein tägliches Check-in-System beinhaltet. Befolge diese Schritte, um sicherzustellen, dass alle...",AI 4 WORK,Profi,"Content, Script, Strategie",2025-12-24
Adhd And Autism Management Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/adhd_and_autism_management_guide.md,"Erstelle einen detaillierten und einfühlsamen Leitfaden, der den Übergang vom Kämpfen zum effektiven Management von ADHS und Autismus abdeckt, mit Betonung auf positivem...",AI 4 FREE EDUCATION,Einsteiger,"Adoption, Mindset, Strategie",2025-12-24
