Title,PromptURL,Description,Category,PromptTags,Updated
Floral Harmony Coloring Book Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/floral_harmony_coloring_book_plan.md,Erstelle einen detaillierten Plan für ein Malbuch mit dem Thema Floral Harmony. Dein Plan sollte Folgendes umfassen:,AI 4 WORK,"Content, Kids",2025-12-24
Floral Harmony Coloring Book Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/floral_harmony_coloring_book_plan.md,Erstelle einen detaillierten Plan für ein Malbuch mit dem Thema Floral Harmony. Dein Plan sollte Folgendes umfassen:,AI 4 WORK,"Content, Kids",2025-12-24
Flower Information Pages,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/flower_information_pages.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,,2025-12-24
Flower Information Pages,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/flower_information_pages.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,,2025-12-24
Football Betting Prediction System,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/football_betting_prediction_system.md,Erstellen Sie ein KI-gesteuertes System zur Vorhersage von Online-Wett-Ergebnissen für Fußballspiele. Das System sollte die folgenden Anforderungen erfüllen:,AI 4 WORK,"Strategie, Safety",2025-12-24
Football Betting Prediction System,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/football_betting_prediction_system.md,Erstellen Sie ein KI-gesteuertes System zur Vorhersage von Online-Wett-Ergebnissen für Fußballspiele. Das System sollte die folgenden Anforderungen erfüllen:,AI 4 WORK,"Strategie, Safety",2025-12-24
Forensic Accounting Guidance,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/forensic_accounting_guidance.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich erfüllen können. Atmen Sie tief durch und gehen Sie es Schritt für Schritt an....",AI 4 WORK,"Reporting, Finance, Analyse",2025-12-24
Forensic Accounting Guidance,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/forensic_accounting_guidance.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich erfüllen können. Atmen Sie tief durch und gehen Sie es Schritt für Schritt an....",AI 4 WORK,"Reporting, Finance, Analyse",2025-12-24
Forex Course Outline,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/forex_course_outline.md,"Erstelle einen detaillierten 3-Wochen-Forex-Kurs, der die folgenden Themen umfassend abdeckt: Footprint Chart, Market Profile, Orderflow Trading, Delta Trading, Depth of...",AI 4 WORK,"Strategie, Training, Adoption, Content",2025-12-24
Forex Course Outline,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/forex_course_outline.md,"Erstelle einen detaillierten 3-Wochen-Forex-Kurs, der die folgenden Themen umfassend abdeckt: Footprint Chart, Market Profile, Orderflow Trading, Delta Trading, Depth of...",AI 4 WORK,"Strategie, Training, Adoption, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/FoundationalNutritionFitnessCourse.md,"Du bist ein Experte für Instruktionsdesign und E-Learning-Entwicklung mit fundiertem Hintergrund in Ernährungs- und Fitnessbildung. Ich baue einen E-Learning-Kurs auf, der sich...",AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/FoundationalNutritionFitnessCourse.md,"Du bist ein Experte für Instruktionsdesign und E-Learning-Entwicklung mit fundiertem Hintergrund in Ernährungs- und Fitnessbildung. Ich baue einen E-Learning-Kurs auf, der sich...",AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/FoundationalNutritionFitnessCourse.md,You are an expert in instructional design and e-learning development with a strong background in nutrition and fitness education. I am building an e-learning Kurs focused on...,AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/FoundationalNutritionFitnessCourse.md,You are an expert in instructional design and e-learning development with a strong background in nutrition and fitness education. I am building an e-learning course focused on...,AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
