Title,PromptURL,Description,Category,Level,PromptTags,Updated
KI-Automatisierung für Unternehmen,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/ai_automation_for_businesses.md,"Erstelle eine umfassende Standortseite für „AI Automation for Businesses“ in West Ferris, North Bay. Der Inhalt soll für lokales SEO optimiert sein und...",AI 4 WORK,Experte,"Automation, Adoption, Finance, Content, Prozesse",2025-12-24
KI-Automatisierungsstrategie für Zahnarztpraxen,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/ai_dental_automation_strategy.md,"Ich entwickle eine umfassende Geschäftsstrategie für eine KI-gestützte Dental-Automation-Agentur, die Zahnarztpraxen mit KI- und No-Code/Low-Code-Tools Automatisierungslösungen...",AI 4 WORK,Experte,"Research, Checkliste, Automation, Finance, Email",2025-12-24
KI-Reels-Strategie für Instagram,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/InstagramAIReelsStrategy.md,"Erstelle eine detaillierte Strategie für den Einsatz von KI zur Erstellung von Instagram-Reels, die Menschen dabei helfen, in Form zu kommen und ihr Körperbewusstsein zu...",AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Kids Event Planning,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/kids_event_planning.md,Erstelle einen umfassenden Plan für die Ausrichtung eines unterhaltsamen und ansprechenden Tages bei AGBU in Toronto für Kinder im Alter von 5-12 Jahren. Die Veranstaltung...,AI 4 WORK,Profi,"Safety, Kids, Workshop, Finance, Strategie",2025-12-24
Knowledge Base Artikel,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/07_knowledge_base_artikel.md,"Erstellt KB-Artikel, die wirklich helfen (nicht nur Doku).",AI 4 WORK,Einsteiger,"Automation, Prozesse, SOP",2025-12-24
Label And Rate,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/label_and_rate.md,Du bist ein äußerst weiser und brillanter Klassifizierer und Beurteiler von Inhalten. Du kennzeichnest Inhalte mit einer durch Kommas getrennten Liste von Einzelwort-Labels und...,AI 4 WORK,Experte,"Content, SOP",2025-12-24
Language Learning Activities,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/language_learning_activities.md,"Ich bin ein Sprachlehrer, der ein Nachmittagsprogramm leitet, und ich benötige Ihre Hilfe beim Entwerfen interaktiver Sprachlernübungen für Kinder im Alter von 5 bis 11 Jahren....",AI 4 KIDS,Einsteiger,"Kids, Strategie",2025-12-24
Learning Stock Trading Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/learning_stock_trading_plan.md,"Erstelle einen detaillierten Studienplan und Stundenplan zum Erlernen des Aktienhandels, mit Fokus auf Day Trading, über einen Zeitraum von zwei Jahren mit dem ultimativen Ziel...",AI 4 WEALTH,Einsteiger,"Training, Finance, Analyse, Wealth, Strategie",2025-12-24
Legal And Creative Writing Tasks,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/legal_and_creative_writing_tasks.md,"Du hast drei verschiedene rechtliche und kreative Schreibaufgaben, die du mit KI bearbeiten musst. Befolge für jede Aufgabe die unten bereitgestellte detaillierte Anleitung:",AI 4 WORK,Profi,Content,2025-12-24
Lehrbuch-Zusammenfassung analysieren,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_textbook_summary.md,"Stelle mir Klärungsfragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 OTHER,Einsteiger,"Training, Analyse, Content",2025-12-24
Leitfaden für Affiliate-Marketing,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/affiliate_marketing_guide.md,Erstelle einen umfassenden Leitfaden zum Aufbau von Affiliate-Marketing für Wellness-Produkte. Gehe dabei auf die folgenden Punkte ein:,AI 4 THOUGHT LEADERSHIP,Experte,"Content, Strategie",2025-12-24
Leitfaden für den Vertriebsworkflow,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/Sales%20Workflow%20Guide.md,"Erstelle einen umfassenden Leitfaden zur Unterstützung des Vertriebsworkflows, mit Fokus auf die folgenden Bereiche:",AI 4 WORK,Profi,"Prozesse, Strategie, Retail, Script",2025-12-24
Leitfaden zum Schreiben eines Comics,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/Comic%20Book%20Writing%20Guide.md,Erstelle einen detaillierten und altersgerechten Leitfaden zum Schreiben eines Comics über Durchhaltevermögen. Der Leitfaden soll als Anleitung aufgebaut sein und die folgenden...,AI 4 THOUGHT LEADERSHIP,Profi,"Content, Wealth",2025-12-24
Leitfaden zur Geschäftsverbesserung mit KI,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/ai_business_enhancement_guide.md,"Erstelle einen umfassenden Leitfaden, wie KI-Tools eingesetzt werden können, um ein Unternehmen zu fördern und zu verbessern, das sich auf PSA (Persönliche Schutzausrüstung),...",AI 4 THOUGHT LEADERSHIP,Experte,"Training, Adoption, Analyse, Strategie",2025-12-24
Leverage Ai For Bid Responses,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/leverage_ai_for_bid_responses.md,"Erstellen Sie eine umfassende Antwort für ein kleines Unternehmen, das KI-Tools nutzen möchte, um seine Angebotsantwort für eine Ausschreibung für staatliche...",AI 4 WORK,Profi,"Training, Analyse, Content, Prozesse, Strategie",2025-12-24
