Title,PromptURL,Description,Category,Level,PromptTags,Updated
Funding High School Track,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/Funding%20High%20School%20Track.md,Ask me clarifying questions until you are 95% confident you can complete the task successfully. Take a deep breath and take it step by step. Remember to search the internet to...,AI 4 WORK,Profi,"Kids, Strategie",2025-12-24
Funding High School Track,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Funding%20High%20School%20Track.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,"Finance, Kids, Strategie",2025-12-24
Funding Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/Funding%20Strategies.md,"Erstelle einen detaillierten Plan für einen Einzelunternehmer, der finanzielle Unterstützung sucht und gleichzeitig bestehende Vermögenswerte erhalten möchte. Behandle die...",AI 4 WORK,Profi,"Wealth, Finance, SOP, Safety, Strategie",2025-12-24
Funding Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/Funding%20Strategies.md,Create a detailed plan for a solo entrepreneur seeking financial support while preserving existing assets. Address the following components:,AI 4 WORK,Profi,Strategie,2025-12-24
Funding Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Funding%20Strategies.md,"Erstelle einen detaillierten Plan für einen Einzelunternehmer, der finanzielle Unterstützung sucht und gleichzeitig bestehende Vermögenswerte erhalten möchte. Behandle die...",AI 4 WORK,Profi,"Wealth, Finance, SOP, Safety, Strategie",2025-12-24
Game Mastery Assistant,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/game_mastery_assistant.md,"Erstelle einen Schritt-für-Schritt-Plan zur Entwicklung eines benutzerdefinierten ChatGPT, der Spielern auf jeder Plattform dabei hilft, technische Fähigkeiten zu meistern und...",AI 4 ENABLEMENT,Experte,"Training, Content, Adoption, Analyse, Strategie",2025-12-24
Game Mastery Assistant,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/game_mastery_assistant.md,"Erstelle einen Schritt-für-Schritt-Plan zur Entwicklung eines benutzerdefinierten ChatGPT, der Spielern auf jeder Plattform dabei hilft, technische Fähigkeiten zu meistern und...",AI 4 ENABLEMENT,Experte,"Training, Content, Adoption, Analyse, Strategie",2025-12-24
Gasesindustrycommunicationstrategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/gasesindustrycommunicationstrategy.md,Erstelle eine umfassende Kommunikationsstrategie für ein Unternehmen in der Gasindustrie. Deine Strategie sollte die folgenden Punkte abdecken:,AI 4 THOUGHT LEADERSHIP,Experte,"Training, Prozesse, Content, Reporting, Newsletter",2025-12-24
Gasesindustrycommunicationstrategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/gasesindustrycommunicationstrategy.md,Erstelle eine umfassende Kommunikationsstrategie für ein Unternehmen in der Gasindustrie. Deine Strategie sollte die folgenden Punkte abdecken:,AI 4 THOUGHT LEADERSHIP,Experte,"Training, Prozesse, Content, Reporting, Newsletter",2025-12-24
Gather Freelance Contacts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/gather_freelance_contacts.md,"""Ich benötige deine Hilfe beim Sammeln von Kontaktinformationen von LinkedIn und dem Internet für Unternehmen, Magazine und Organisationen, die an meinen freiberuflichen...",AI 4 WORK,Profi,"LinkedIn, Content, Email",2025-12-24
Gather Freelance Contacts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/gather_freelance_contacts.md,"""Ich benötige deine Hilfe beim Sammeln von Kontaktinformationen von LinkedIn und dem Internet für Unternehmen, Magazine und Organisationen, die an meinen freiberuflichen...",AI 4 WORK,Profi,"LinkedIn, Content, Email",2025-12-24
Generate Randomized Quiz Options,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/generate_randomized_quiz_options.md,"Erstellen Sie einen Prompt zur Generierung eines randomisierten Satzes von Quiz-Antwortoptionen. Hier sind die Anforderungen, die Ihr Prompt erfüllen sollte:",AI 4 WORK,Profi,,2025-12-24
Generate Randomized Quiz Options,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/generate_randomized_quiz_options.md,"Erstellen Sie einen Prompt zur Generierung eines randomisierten Satzes von Quiz-Antwortoptionen. Hier sind die Anforderungen, die Ihr Prompt erfüllen sollte:",AI 4 WORK,Profi,,2025-12-24
Generational Insights Masterclass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/generational_insights_masterclass.md,"Erstelle ein tiefgehendes, datengestütztes E-Book und Masterclass-Inhalte mit Fokus auf die sechs lebenden Generationen in der heutigen Gesellschaft. Die endgültige Ausgabe...",AI 4 WORK,Experte,"Content, Retail, Strategie",2025-12-24
Generational Insights Masterclass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/generational_insights_masterclass.md,"Erstelle ein tiefgehendes, datengestütztes E-Book und Masterclass-Inhalte mit Fokus auf die sechs lebenden Generationen in der heutigen Gesellschaft. Die endgültige Ausgabe...",AI 4 WORK,Experte,"Content, Retail, Strategie",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/GenerationalDifferencesMasterclass.md,Sicher! Hier ist der finale ChatGPT-Prompt:,AI 4 WORK,Experte,"Content, Strategie",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/GenerationalDifferencesMasterclass.md,Sure! Here’s the final ChatGPT prompt:,AI 4 WORK,Experte,"Content, Strategie",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/GenerationalDifferencesMasterclass.md,Sure! Here’s the final ChatGPT prompt:,AI 4 WORK,Experte,"Content, Strategie",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/GenerationalDifferencesMasterclass.md,Sicher! Hier ist der finale ChatGPT-Prompt:,AI 4 WORK,Experte,"Content, Strategie",2025-12-24
Gliederung für ein Dokumentarfilm-Skript,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/DocumentaryScriptOutline.md,"Erstelle eine Gliederung für ein Dokumentarfilm-Skript in Stichpunkten mit kurzen Erläuterungen (je 1–2 Sätze), die beim Schreiben eines 2000-Wörter-Skripts auf Basis dieser...",AI 4 THOUGHT LEADERSHIP,Profi,"Content, Script",2025-12-24
Goal Setting And Achievement,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/goal_setting_and_achievement.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,Strategie,2025-12-24
Goal Setting And Achievement,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/goal_setting_and_achievement.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,Strategie,2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/Government%20Contract%20Opportunities.md,"Handle als Forschungsassistent mit Expertise in der Beschaffung von Regierungsauftragsmöglichkeiten. Ich möchte, dass du mir hilfst, aktuelle oder bevorstehende...",AI 4 WORK,Profi,"Training, Content, Research",2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/Government%20Contract%20Opportunities.md,"Act as a research assistant skilled in sourcing government contract opportunities. I want you to help me find current or upcoming state, local, and city-level government...",AI 4 WORK,Experte,"Training, Research",2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_legal/Government%20Contract%20Opportunities.md,"Act as a research assistant skilled in sourcing government contract opportunities. I want you to help me find current or upcoming state, local, and city-level government...",AI 4 WORK,Experte,"Training, Research",2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Government%20Contract%20Opportunities.md,"Handle als Forschungsassistent mit Expertise in der Beschaffung von Regierungsauftragsmöglichkeiten. Ich möchte, dass du mir hilfst, aktuelle oder bevorstehende...",AI 4 WORK,Profi,"Training, Content, Research",2025-12-24
Government Rfp Response,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/government_rfp_response.md,"Nutze diesen Prompt, um eine umfassende Antwort zu generieren:",AI 4 WORK,Profi,Content,2025-12-24
Government Rfp Response,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/government_rfp_response.md,"Nutze diesen Prompt, um eine umfassende Antwort zu generieren:",AI 4 WORK,Profi,Content,2025-12-24
Grant Application Support,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/grant_application_support.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,"Prozesse, Content, Template, Adoption, Strategie",2025-12-24
Grant Application Support,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/grant_application_support.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,"Prozesse, Content, Template, Adoption, Strategie",2025-12-24
Gre Study Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/GRE_Study_Guide.md,"""Erstelle einen detaillierten Lernleitfaden mit Schritt-für-Schritt-Anleitungen, Zeile für Zeile, wie man effektiv für den GRE lernt und ihn erfolgreich besteht. Der Leitfaden...",AI 4 FREE EDUCATION,Profi,"Training, Strategie",2025-12-24
Gre Study Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/GRE_Study_Guide.md,"""Create a detailed study guide with step-by-step, line-by-line instructions on how to effectively study for and successfully pass the GRE. The guide should be structured in a...",AI 4 FREE EDUCATION,Profi,"Training, Strategie",2025-12-24
