Title,PromptURL,Description,Category,Level,PromptTags,Updated
Inbound Call Management Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/inbound_call_management_strategies.md,"Erstelle eine umfassende Lösung zur Bewältigung eines Problems mit eingehenden Anrufen in einer Geschäftsumgebung, in der das Personal häufig beschäftigt ist, was zu einer...",AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Independent Channel Partner Proposal,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/independent_channel_partner_proposal.md,"Entwerfe einen Vorschlag an deine Vorgesetzten bei Healthbridge Südafrika, um ein unabhängiger Kanalpartner zu werden und die 100 Kunden in der Garden Route und im Eastern Cape...",AI 4 WORK,Profi,Finance,2025-12-24
Independent Channel Partner Proposal,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/independent_channel_partner_proposal.md,"Entwerfe einen Vorschlag an deine Vorgesetzten bei Healthbridge Südafrika, um ein unabhängiger Kanalpartner zu werden und die 100 Kunden in der Garden Route und im Eastern Cape...",AI 4 WORK,Profi,Finance,2025-12-24
Independent Educational Consultants Challenges,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/independent_educational_consultants_challenges.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 KIDS,Einsteiger,"Reporting, Kids",2025-12-24
Independent Educational Consultants Challenges,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/independent_educational_consultants_challenges.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 KIDS,Einsteiger,"Reporting, Kids",2025-12-24
Industry Analysis Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/industry_analysis_overview.md,Gib einen umfassenden Überblick über die wichtigsten Branchen. Schließe für jede Branche die folgenden Details ein:,AI 4 WORK,Einsteiger,"Analyse, Finance",2025-12-24
Industry Analysis Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/industry_analysis_overview.md,Gib einen umfassenden Überblick über die wichtigsten Branchen. Schließe für jede Branche die folgenden Details ein:,AI 4 WORK,Einsteiger,"Analyse, Finance",2025-12-24
Inhalte zu Gesundheit und Wohlbefinden,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_content/Health%20And%20Wellness%20Content.md,"Erstelle einen umfassenden ChatGPT-Prompt für eine Autorin oder einen Autor von Gesundheits- und Wellness-Inhalten, die sich an Menschen mit chronischen Erkrankungen,...",AI 4 THOUGHT LEADERSHIP,Experte,"Content, Strategie",2025-12-24
Instagram Growth Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/Instagram%20Growth%20Strategy.md,"Du bist ein Social-Media-Stratege und Kleinunternehmensberater. Erstelle eine umfassende Schritt-für-Schritt-Instagram-Wachstumsstrategie für eine neue Instagram-Seite, die um...",AI 4 THOUGHT LEADERSHIP,Experte,"Training, Content, Safety, Strategie",2025-12-24
Instagram Growth Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/Instagram%20Growth%20Strategy.md,"You are a social media strategist and small business consultant. Create a comprehensive, step-by-step Instagram growth strategy for a new Instagram page built around a security...",AI 4 THOUGHT LEADERSHIP,Experte,"Training, Content, Strategie",2025-12-24
Instagram Growth Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/Instagram%20Growth%20Strategy.md,"Du bist ein Social-Media-Stratege und Kleinunternehmensberater. Erstelle eine umfassende Schritt-für-Schritt-Instagram-Wachstumsstrategie für eine neue Instagram-Seite, die um...",AI 4 THOUGHT LEADERSHIP,Experte,"Training, Content, Safety, Strategie",2025-12-24
Instagram Strategy For Wellness Coaches,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/instagram_strategy_for_wellness_coaches.md,"Ich führe Marktforschung durch, um die Herausforderungen, Wünsche und Einwände von Wellness-Coaches zu verstehen, einschließlich Mental Health Coaches, Beziehungs-Coaches,...",AI 4 WORK,Profi,"Content, Research, Analyse, Strategie",2025-12-24
Instagram Strategy For Wellness Coaches,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/instagram_strategy_for_wellness_coaches.md,"Ich führe Marktforschung durch, um die Herausforderungen, Wünsche und Einwände von Wellness-Coaches zu verstehen, einschließlich Mental Health Coaches, Beziehungs-Coaches,...",AI 4 WORK,Profi,"Content, Research, Analyse, Strategie",2025-12-24
Instagram Strategy Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/instagram_strategy_guide.md,"Ich möchte mein Verständnis und meine Nutzung von KI verbessern, insbesondere für die Erstellung effektiver Instagram-Posts. Ich investiere derzeit Geld in Online-Werbung,...",AI 4 FREE EDUCATION,Einsteiger,Strategie,2025-12-24
Instagram Strategy Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/instagram_strategy_guide.md,"Ich möchte mein Verständnis und meine Nutzung von KI verbessern, insbesondere für die Erstellung effektiver Instagram-Posts. Ich investiere derzeit Geld in Online-Werbung,...",AI 4 FREE EDUCATION,Einsteiger,Strategie,2025-12-24
Instagram-Wachstumsstrategie,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/Instagram%20Growth%20Strategy.md,"Du bist Social-Media-Strategin bzw. -Stratege und Kleinunternehmensberater. Erstelle eine umfassende, Schritt-für-Schritt-Instagram-Wachstumsstrategie für eine neue...",AI 4 THOUGHT LEADERSHIP,Experte,"Training, Content, Safety, Strategie",2025-12-24
Instagramaireelsstrategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/InstagramAIReelsStrategy.md,"Erstelle eine detaillierte Strategie zur Nutzung von KI für die Erstellung von Instagram Reels mit Fokus darauf, Einzelpersonen zu helfen, in Form zu kommen und das...",AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Instagramaireelsstrategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/InstagramAIReelsStrategy.md,Create a detailed strategy for using AI to generate Instagram reels focused on helping individuals get in shape and boost body confidence. Consider the following aspects:,AI 4 WORK,Profi,"Content, Research, Strategie",2025-12-24
Instagramaireelsstrategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/InstagramAIReelsStrategy.md,"Erstelle eine detaillierte Strategie zur Nutzung von KI für die Erstellung von Instagram Reels mit Fokus darauf, Einzelpersonen zu helfen, in Form zu kommen und das...",AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Integrate Chatbot Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/integrate_chatbot_guide.md,Erstelle einen detaillierten und umfassenden Leitfaden zur Integration eines benutzerdefinierten GPT-ähnlichen Chatbots in eine Website. Deine Antwort sollte Folgendes enthalten:,AI 4 FREE EDUCATION,Einsteiger,"Script, Strategie",2025-12-24
Integrate Chatbot Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/integrate_chatbot_guide.md,Erstelle einen detaillierten und umfassenden Leitfaden zur Integration eines benutzerdefinierten GPT-ähnlichen Chatbots in eine Website. Deine Antwort sollte Folgendes enthalten:,AI 4 FREE EDUCATION,Einsteiger,"Script, Strategie",2025-12-24
Internal Audit Program Template,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/Internal%20Audit%20Program%20Template.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Experte,"Prozesse, Template",2025-12-24
Internal Audit Program Template,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/Internal%20Audit%20Program%20Template.md,Ask me clarifying questions until you are 95% confident you can complete the task successfully. Take a deep breath and take it step by step. Remember to search the internet to...,AI 4 WORK,Experte,"Prozesse, Template",2025-12-24
Internal Audit Program Template,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Internal%20Audit%20Program%20Template.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Experte,"Prozesse, Template",2025-12-24
Internal Audit Program Vorlage,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/Internal%20Audit%20Program%20Template.md,Stelle mir clarifying Fragen until you are 95% confident you can complete the task successfully. Atme tief durch and take it Schritt für Schritt. Remember to search the...,AI 4 WORK,Experte,"Prozesse, Template",2025-12-24
Interview Entrepreneurs Roadmap,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/interview_entrepreneurs_roadmap.md,"Hilf mir, einen Fahrplan und eine Strategie zu entwickeln, um 100 Geschäftsunternehmer (50 russischsprachige und 50 englischsprachige) für eine kostenlose Strategie-Session zu...",AI 4 WORK,Profi,"Prozesse, Roadmap, Finance, Strategie",2025-12-24
Interview Entrepreneurs Roadmap,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/interview_entrepreneurs_roadmap.md,"Hilf mir, einen Fahrplan und eine Strategie zu entwickeln, um 100 Geschäftsunternehmer (50 russischsprachige und 50 englischsprachige) für eine kostenlose Strategie-Session zu...",AI 4 WORK,Profi,"Prozesse, Roadmap, Finance, Strategie",2025-12-24
Interview Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/interview_strategies.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,Strategie,2025-12-24
Interview Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/interview_strategies.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,Strategie,2025-12-24
Investitionsplan erstellen,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_entrepreneurship/Create%20Investment%20Plan.md,"Erstelle einen Investitionsplan für ein diversifiziertes Portfolio, das Dividendenaktien, Anlagen bei Fidelity und Hochzins-Sparkonten umfasst. Berücksichtige die folgenden...",AI 4 WEALTH,Profi,"Wealth, Finance, Strategie",2025-12-24
Investment Course Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/investment_course_development.md,"Erstelle einen umfassenden Schritt-für-Schritt-Kurs über Investitionen, der auf das Publikum in Uganda zugeschnitten ist und sowohl für Anfänger als auch für fortgeschrittene...",AI 4 WEALTH,Experte,"Training, Content, Wealth, Adoption, Analyse",2025-12-24
Investment Course Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/investment_course_development.md,"Erstelle einen umfassenden Schritt-für-Schritt-Kurs über Investitionen, der auf das Publikum in Uganda zugeschnitten ist und sowohl für Anfänger als auch für fortgeschrittene...",AI 4 WEALTH,Experte,"Training, Content, Wealth, Adoption, Analyse",2025-12-24
Investment Opportunities Botswana,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/investment_opportunities_botswana.md,"Geben Sie einen umfassenden Überblick über die Arten von Investitionsmöglichkeiten, die speziell in Botswana verfügbar sind und einer Einzelperson helfen können, ihr...",AI 4 WEALTH,Profi,"Training, Content, Wealth, SOP",2025-12-24
Investment Opportunities Botswana,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/investment_opportunities_botswana.md,"Geben Sie einen umfassenden Überblick über die Arten von Investitionsmöglichkeiten, die speziell in Botswana verfügbar sind und einer Einzelperson helfen können, ihr...",AI 4 WEALTH,Profi,"Training, Content, Wealth, SOP",2025-12-24
Jahres-Review (Finanzen),https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/08_jahres_review_finanzen.md,"Schreibt einen Jahresrückblick wie ein CFO-Report. Bildung, keine Anlageberatung.",AI 4 WEALTH,Experte,"Wealth, Reporting, Finance",2025-12-24
Jahres-Review (Finanzen),https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/08_jahres_review_finanzen.md,"Schreibt einen Jahresrückblick wie ein CFO-Report. Bildung, keine Anlageberatung.",AI 4 WEALTH,Experte,"Wealth, Reporting, Finance",2025-12-24
