Title,PromptURL,Description,Category,Level,PromptTags,Updated
Business Development Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Business%20Development%20Strategy.md,"Handle als Experte für Geschäftsentwicklung mit Spezialisierung auf Sicherheitsdienstleistungen. Ich gründe mein erstes Sicherheitsunternehmen und mein Ziel ist es, innerhalb...",AI 4 WORK,Experte,"Safety, Checkliste, Template, Email, Content",2025-12-24
Business Directory Investigation,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_directory_investigation.md,"Untersuche, ob das Geschäft eines Kunden in einer Reihe von Geschäftsverzeichnissen aufgeführt ist, und dokumentiere die aufgeführten Details. Konzentriere dich speziell...",AI 4 WORK,Profi,,2025-12-24
Business Opportunities In Botswana,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/business_opportunities_in_botswana.md,ChatGPT-Eingabeaufforderung:,AI 4 WEALTH,Profi,"Finance, Analyse, Content, Wealth, Strategie",2025-12-24
Business Plan Creation,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_plan_creation.md,"Erstelle einen detaillierten Geschäftsplan für ein neues Geschäftsvorhaben. Der Geschäftsplan sollte die folgenden Abschnitte enthalten, ist aber nicht darauf beschränkt:",AI 4 WORK,Profi,"Finance, Analyse, Strategie, Retail",2025-12-24
Business Strategy Assistant,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_strategy_assistant.md,"Sie sind ein Geschäftsstrategie- und KI-gestützter Beratungsassistent, der speziell entwickelt wurde, um einen Kleinunternehmer zu unterstützen, der als Content-Ersteller,...",AI 4 WORK,Experte,"Training, Automation, Finance, Content, Prozesse",2025-12-24
Business Strategy Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_strategy_development.md,"Ich baue ein Unternehmen auf, das Organisationen dabei hilft, effektiv über verschiedene Generationen hinweg zu kommunizieren, für Vertrieb, Rekrutierung, Mitarbeiterbindung,...",AI 4 WORK,Experte,"Training, Automation, Workshop, Content, Strategie",2025-12-24
C Suite Resume Trends,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/c-suite_resume_trends.md,Erstelle eine umfassende Antwort zu den aktuellen Trends für globale C-Suite-Lebensläufe. Deine Antwort sollte enthalten:,AI 4 WORK,Einsteiger,"Content, Strategie",2025-12-24
Canvaintegration,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/CanvaIntegration.md,"Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Capsule Wardrobe 20 Teile,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/02_capsule_wardrobe_20_teile.md,Erstellt eine Capsule Wardrobe für 30 Outfits.,AI 4 RETAIL,Einsteiger,Retail,2025-12-23
Capture Thinkers Work,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/capture_thinkers_work.md,"Ich möchte, dass du eine detaillierte Buchgliederung für ein 12-Kapitel-Buch über Sapiosexualität erstellst, das Psychologie, Soziologie und Philosophie verbindet, um sowohl...",AI 4 WORK,Profi,"Research, Analyse, Content, SOP",2025-12-24
Career Advancement Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_advancement_guide.md,"Erstellen Sie einen detaillierten Leitfaden für jemanden, der eine höhere Führungsposition anstrebt, der die folgenden Schlüsselbereiche behandelt:",AI 4 WORK,Experte,"Decision, LinkedIn, Strategie",2025-12-24
Career Exploration Program,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_exploration_program.md,"Handle als erfahrener Karriereberater mit 10 Jahren Erfahrung, einem BA in Politikwissenschaft und einem Hintergrund im Coaching von Highschool-Sport. Erstelle ein umfassendes...",AI 4 WORK,Experte,"Safety, Kids, Finance, Prozesse",2025-12-24
Career Exploration Prompt,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_exploration_prompt.md,"Erstelle einen ChatGPT-Prompt, der jemandem hilft, potenzielle Karrierewege zu erkunden.",AI 4 WORK,Profi,"Safety, Training",2025-12-24
Career Guidance For Education Roles,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_guidance_for_education_roles.md,"Sie sind ein Experten-Karriereberater, der sich auf Führungsrollen im Bildungswesen spezialisiert hat. Ich benötige detaillierte Beratung und Unterstützung für meine aktuelle...",AI 4 WORK,Experte,"Kids, Content, Decision, Prozesse, Strategie",2025-12-24
Career Plan For Engineers,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_plan_for_engineers.md,"Erstellen Sie einen umfassenden Karriereplan für junge Ingenieure in der Hochtechnologiebranche, mit Schwerpunkt auf der Erreichung ihrer Traumkarriere in den nächsten 3 bis 5...",AI 4 WORK,Einsteiger,Strategie,2025-12-24
Career Reintegration Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_reintegration_guide.md,"Erstelle einen umfassenden Leitfaden, um jemandem zu helfen, der nach einer Pause in die Tech-Branche zurückkehrt. Decke die folgenden Aspekte ab:",AI 4 WORK,Experte,"Training, LinkedIn, Strategie",2025-12-24
Career Transition Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/Career%20Transition%20Guide.md,"Erstellen Sie einen umfassenden Leitfaden zur Unterstützung einer Person, die von einer Karriere als Flugbegleiterin zu einem neuen Unternehmen übergehen möchte, das...",AI 4 FREE EDUCATION,Profi,"Training, Content, Strategie, Retail",2025-12-24
Career Transition Leitfaden,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_karriere/Career%20Transition%20Guide.md,"Erstelle einen comprehensive Leitfaden to support someone looking to transition from a career as a flight attendant to a new venture involving community building, podcasting,...",AI 4 FREE EDUCATION,Profi,"Training, Content, Strategie, Retail",2025-12-24
Careers Presentation Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/careers_presentation_overview.md,"Erstellen Sie eine Präsentation mit 10-12 Folien für einen Berufsinformationstag, die sich an Gymnasiasten richtet. Das Ziel ist es, sie durch eine persönliche Karrierereise zu...",AI 4 KIDS,Experte,"Kids, Adoption, Mindset",2025-12-24
Carerscloud Linkedin Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/carerscloud_linkedin_strategy.md,"Erstelle eine professionelle LinkedIn-Seite für ein neues Startup namens ""CarersCloud"" mit den folgenden Funktionen und Strategien:",AI 4 RETAIL,Profi,"Finance, Content, LinkedIn, Strategie, Retail",2025-12-24
Cashflow Analyse,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/02_cashflow_analyse.md,"Analysiert Einnahmen/Ausgaben und zeigt 3 Hebel mit wenig Schmerz. Bildung, keine Anlageberatung.",AI 4 WEALTH,Einsteiger,"Automation, Finance, Analyse, Wealth, Reporting",2025-12-24
Champion-Programm,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/04_champion_programm.md,"Baut ein Champions-Netzwerk (Rollen, Rituale, Playbook) ohne Overhead.",AI 4 ENABLEMENT,Experte,"Training, Adoption, Finance, Reporting",2025-12-24
Change Management Course Design,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/change_management_course_design.md,Ich benötige Ihre Hilfe bei der Gestaltung eines vollständigen Online-Kurses zum Thema Change Management. Bitte stellen Sie eine strukturierte Kursgliederung mit detaillierten...,AI 4 WORK,Einsteiger,"Training, Adoption, Template, Content, Strategie",2025-12-24
Chart And Schedule Assistant,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/chart_and_schedule_assistant.md,"Erstellen Sie einen System-Prompt für einen Diagrammgenerator und Terminplanungs-KI-Assistenten, der für Benutzer entwickelt wurde, die sich für den Aufbau von KI-Agenten,...",AI 4 WORK,Profi,"Automation, SOP",2025-12-24
Chart Generator Appointment Scheduler,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/chart_generator_appointment_scheduler.md,"Entwerfen Sie einen System-Prompt für einen Diagrammgenerator und Terminplanungs-KI-Assistenten, der auf Benutzer zugeschnitten ist, die sich für den Aufbau von KI-Agenten,...",AI 4 WORK,Profi,"Automation, Email, SOP",2025-12-24
Chatgpt For Medical Practice Efficiency,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/chatgpt_for_medical_practice_efficiency.md,"Helfen Sie meiner Freundin, einer Gynäkologin mit einer Privatklinik, ChatGPT zu nutzen, um die Effizienz ihrer Praxis zu verbessern und Zeit zu sparen. Berücksichtigen Sie die...",AI 4 WORK,Profi,"Automation, Strategie",2025-12-24
Check Agreement,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/check_agreement.md,Erstelle einen ChatGPT-Prompt zur Analyse und Erstellung von Rechtsverträgen mit Fokus auf Tourismus und Bankfinanzierung auf den Malediven:,AI 4 WORK,Profi,"Finance, Analyse, Strategie",2025-12-24
Checklist Generator (AI 4 ENABLEMENT) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/22_checklist_generator_ai_4_enablement_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 ENABLEMENT,Experte,"Checkliste, Training, Adoption",2025-12-24
Checklist Generator (AI 4 ENABLEMENT) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/27_checklist_generator_ai_4_enablement_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 ENABLEMENT,Experte,"Checkliste, Training, Adoption",2025-12-24
Checklist Generator (AI 4 ENABLEMENT) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/12_checklist_generator_ai_4_enablement_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 ENABLEMENT,Experte,"Checkliste, Training, Adoption",2025-12-24
Checklist Generator (AI 4 ENABLEMENT) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_enablement/17_checklist_generator_ai_4_enablement_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 ENABLEMENT,Experte,"Checkliste, Training, Adoption",2025-12-24
Checklist Generator (AI 4 RETAIL) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/23_checklist_generator_ai_4_retail_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Experte,"Checkliste, Retail",2025-12-23
Checklist Generator (AI 4 RETAIL) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/28_checklist_generator_ai_4_retail_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Experte,"Checkliste, Retail",2025-12-23
Checklist Generator (AI 4 RETAIL) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/13_checklist_generator_ai_4_retail_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Einsteiger,"Checkliste, Retail",2025-12-23
Checklist Generator (AI 4 RETAIL) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/18_checklist_generator_ai_4_retail_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 RETAIL,Experte,"Checkliste, Retail",2025-12-23
Checklist Generator (AI 4 WEALTH) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/23_checklist_generator_ai_4_wealth_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Checkliste, Finance, Wealth, Reporting",2025-12-24
Checklist Generator (AI 4 WEALTH) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/28_checklist_generator_ai_4_wealth_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Checkliste, Finance, Wealth, Reporting",2025-12-24
Checklist Generator (AI 4 WEALTH) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/13_checklist_generator_ai_4_wealth_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Checkliste, Finance, Wealth, Reporting",2025-12-24
Checklist Generator (AI 4 WEALTH) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/18_checklist_generator_ai_4_wealth_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Checkliste, Finance, Wealth, Reporting",2025-12-24
Checklist Generator (AI 4 WORK) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/23_checklist_generator_ai_4_work_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/28_checklist_generator_ai_4_work_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/13_checklist_generator_ai_4_work_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/18_checklist_generator_ai_4_work_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
